"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"selenium","SUTE","170","µg/l","H",NA,NA,"POTABLE WATER SUPPLY",NA
"selenium","SUTE","4200","µg/l","H",NA,NA,"POTABLE WATER SUPPLY",NA
"selenium","SUTE","15.1","mg/kg dry wt","A","F",NA,"AQUATIC LIFE: FISH TISSUE (EGG-OVARY)",NA
"selenium","SUTE","8.5","mg/kg dry wt","A","F",NA,"AQUATIC LIFE: FISH TISSUE (WHOLE BODY OR MUSCLE)",NA
"selenium","SUTE","11.3","mg/kg dry wt","A","F",NA,"AQUATIC LIFE: FISH TISSUE (WHOLE BODY OR MUSCLE)",NA
"selenium","SUTE","1.5","µg/l","A","F",NA,"AQUATIC LIFE: WATER COLUMN (MONTHLY AVERAGE EXPOSURE)",NA
"selenium","SUTE","3.1","µg/l","A","F",NA,"AQUATIC LIFE: WATER COLUMN (MONTHLY AVERAGE EXPOSURE)",NA
"selenium","SUTE","See Equation","[no units]","A","F",NA,"WATER COLUMN (INTERMITTENT EXPOSURE)",NA
"selenium","SWINO","47.1","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","SWINO","108.5","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","TAOS","50","µg/l",NA,NA,NA,"DRINKING WATER",NA
"selenium","TAOS","50","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY",NA
"selenium","TAOS","2","µg/l",NA,NA,NA,"WILDLIFE HABITAT",NA
"selenium","TAOS","130","µg/l",NA,NA,NA,"AGRICULTURE AND WILDLIFE WATERING: IRRIGATION CRITERION",NA
"selenium","TAOS","50","µg/l",NA,NA,NA,"AGRICULTURE AND WILDLIFE WATERING: WILDLIFE AND LIVESTOCK WATERING CRITERION",NA
"selenium","TAOS","250","µg/l",NA,NA,NA,"AGRICULTURE AND WILDLIFE WATERING: IRRIGATION CRITERION",NA
"selenium","TAOS","20","µg/l","A",NA,"A","AQUATIC LIFE",NA
"selenium","TAOS","5","µg/l","A",NA,"C","AQUATIC LIFE",NA
"selenium","TESU","20","µg/l","A",NA,"A","HIGH QUALITY COLDWATER FISHERY USE",NA
"selenium","TESU","20","µg/l","A",NA,"A","WARM WATER FISHERY USE",NA
"selenium","TESU","5","µg/l","A",NA,"C","HIGH QUALITY COLDWATER FISHERY USE",NA
"selenium","TESU","5","µg/l","A",NA,"C","WARM WATER FISHERY USE",NA
"selenium","TESU","0.002","mg/l",NA,NA,NA,"LIVESTOCK WATERING AND WILDLIFE HABITAT USE",NA
"selenium","TESU","0.13","mg/l",NA,NA,NA,"IRRIGATION USE",NA
"selenium","TESU","0.25","mg/l",NA,NA,NA,"IRRIGATION USE",NA
"selenium","TESU","0.05","mg/l",NA,NA,NA,"GROUNDWATER RECHARGE",NA
"selenium","TN","50","µg/l","H",NA,NA,"DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"selenium","TN","1.5-3.1","µg/l","A",NA,"C","FISH AND AQUATIC LIFE","FISH AND AQUATIC LIFE"
"selenium","TN","20","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","FISH AND AQUATIC LIFE"
"selenium","TN","4200","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"selenium","TN","170","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"selenium","TWNIN","5.0","µg/l","A","F","C","SURFACE WATERS",NA
"selenium","TWNIN","290","µg/l","A","S","A","SURFACE WATERS",NA
"selenium","TWNIN","71","µg/l","A","S","C","SURFACE WATERS",NA
"selenium","TWNIN","170","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","TWNIN","4200","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","TX","50","µg/l","H",NA,NA,"HUMAN HEALTH PROTECTION",NA
"selenium","TX","5","µg/l","A","F","C","AQUATIC LIFE PROTECTION",NA
"selenium","TX","20","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"selenium","TX","136","µg/l","A","S","C","AQUATIC LIFE PROTECTION",NA
"selenium","TX","564","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"selenium","TX","219","µg/l",NA,NA,"A","RANGE OF SITE-SPECIFIC VALUES",NA
"selenium","TX","7.5","µg/l",NA,NA,"C","RANGE OF SITE-SPECIFIC VALUES",NA
"selenium","UMA","5.0","µg/l","A","F","C","SURFACE WATERS",NA
"selenium","UMA","9.05E+01","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","UMA","1.87E+02","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","UMU","20","µg/l","A",NA,"A","WARM WATER AQUATIC LIFE",NA
"selenium","UMU","5","µg/l","A",NA,"C","WARM WATER AQUATIC LIFE",NA
"selenium","UMU","20","µg/l","A",NA,"A","COLD WATER AQUATIC LIFE",NA
"selenium","UMU","5","µg/l","A",NA,"C","COLD WATER AQUATIC LIFE",NA
"selenium","UMU","20","µg/l",NA,NA,NA,"AGRICULTURE, IRRIGATION AND/OR LIVESTOCK WATERING",NA
"selenium","UMU","50","µg/l","H",NA,NA,"DRINKING WATER SOURCE, TRIBAL CULTURAL USE",NA
"selenium","UMU","4200","µg/l","H",NA,NA,"FISH CONSUMPTION",NA
"selenium","UT","0.05","mg/l",NA,"F",NA,"AGRICULTURE, CLASS 4","AGRICULTURE"
"selenium","UT","4.6","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3A",NA
"selenium","UT","18.4","µg/l","A","F","A","AQUATIC WILDLIFE; CLASS 3A",NA
"selenium","UT","4.6","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3B",NA
"selenium","UT","18.4","µg/l","A","F","A","AQUATIC WILDLIFE; CLASS 3B",NA
"selenium","UT","4.6","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3C",NA
"selenium","UT","18.4","µg/l","A","F","A","AQUATIC WILDLIFE; CLASS 3C",NA
"selenium","UT","4.6","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3D",NA
"selenium","UT","18.4","µg/l","A","F","A","AQUATIC WILDLIFE; CLASS 3D",NA
"selenium","UT","0.05","mg/l","H","F",NA,"DOMESTIC SOURCE, CLASS 1C","DOMESTIC SOURCE"
"selenium","UT","12.5","mg/kg dry wt","A",NA,NA,"GILBERT BAY GREAT SALT LAKE  (CLASS 5A)","GREAT SALT LAKE"
"selenium","UT","4200","µg/l","H",NA,NA,"AQUATIC WILDLIFE; CLASSES 3A, 3B, 3C, 3D",NA
"selenium","UT","170","µg/l","H",NA,NA,"DOMESTIC SOURCE, CLASS 1C","DOMESTIC SOURCE"
"selenium","VA","4200","µg/l","H",NA,NA,"ALL SURFACE WATERS OTHER THAN PUBLIC WATER SUPPLY","PUBLIC WATER SUPPLY"
"selenium","VA","170","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY","PUBLIC WATER SUPPLY"
"selenium","VA","5","µg/l","A","F","C","AQUATIC LIFE","AQUATIC LIFE"
"selenium","VA","20","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"selenium","VA","See equation","µg/l","A","S","A","AQUATIC LIFE","AQUATIC LIFE"
"selenium","VA","See equation","µg/l","A","S","C","AQUATIC LIFE","AQUATIC LIFE"
"selenium","VI","See Table","[no units]","A","F",NA,"CLASS OF INLAND FRESH WATERS (IF) AND INLAND GROUNDWATERS (IG)",NA
"selenium","VI","290","µg/l","A","S","A","CLASS OF INLAND BRACKISH OR SALINE (IBS), CLASS A, CLASS B, AND CLASS B WATERS",NA
"selenium","VI","71","µg/l","A","S","C","CLASS OF INLAND BRACKISH OR SALINE (IBS), CLASS A, CLASS B, AND CLASS B WATERS",NA
"selenium","VI","170","µg/l","H",NA,NA,"POTABLE WATER SOURCE",NA
"selenium","VI","4,200","µg/l","H",NA,NA,"ALL WATERS EXCEPT ONES DESIGNATED AND CURRENTLY USED AS POTABLE WATER SOURCE",NA
"selenium","VT","4200","µg/l","H",NA,NA,"PROTECTION OF HUMAN HEALTH",NA
"selenium","VT","170","µg/l","H",NA,NA,"PROTECTION OF HUMAN HEALTH",NA
"selenium","VT","5","µg/l","A",NA,"C","PROTECTION OF AQUATIC BIOTA","AQUATIC BIOTA"
"selenium","VT","see equation","µg/l","A",NA,"A","PROTECTION OF AQUATIC BIOTA","AQUATIC BIOTA"
"selenium","WA","20.0","µg/l","A","F","A","AQUATIC LIFE",NA
"selenium","WA","5.0","µg/l","A","F","C","AQUATIC LIFE",NA
"selenium","WA","290","µg/l","A","S","A","AQUATIC LIFE",NA
"selenium","WA","71.0","µg/l","A","S","C","AQUATIC LIFE",NA
"selenium","WA","120","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"selenium","WA","480","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"selenium","WI","5.0","µg/l","A",NA,"C","WARM WATER SPORTFISH, WARM WATER FORAGE","WARM WATER SPORT FISH"
"selenium","WI","5.0","µg/l","A",NA,"C","WARM WATER SPORTFISH, WARM WATER FORAGE","WARM WATER FORAGE FISH"
"selenium","WI","5.0","µg/l","A",NA,"C","COLD WATER",NA
"selenium","WI","46.5","µg/l","A",NA,"C","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","FISH AND AQUATIC LIFE"
"selenium","WI","46.5","µg/l","A",NA,"C","LIMITED FORAGE FISH AND LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"selenium","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","PUBLIC WATER SUPPLY"
"selenium","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","WATER SUPPLY"
"selenium","WI","28000","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - LIMITED AQUATIC LIFE","LIMITED AQUATIC LIFE"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","LIMITED FORAGE FISH COMMUNITIES"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH COMMUNITIES"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"selenium","WI","2600","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"selenium","WI","50","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"selenium","WMA","2.0","µg/l","A",NA,NA,"WARMWATER HABITAT",NA
"selenium","WMA","0.13","mg/l",NA,NA,NA,"IRRIGATION",NA
"selenium","WMA","0.05","mg/l",NA,NA,NA,"DOMESTIC/INDUSTRIAL WATER SUPPLY",NA
"selenium","WMA","0.002","mg/l",NA,NA,NA,"LIVESTOCK AND WILDLIFE",NA
"selenium","WST","5.0","µg/l","A","F","C","SURFACE WATERS",NA
"selenium","WST","124","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","WST","429","µg/l","H",NA,NA,"SURFACE WATERS",NA
"selenium","WST","0.01","mg/l","H",NA,NA,"DRINKING WATER",NA
"selenium","WV","50","µg/l","H",NA,NA,"CATEGORY A WATERS",NA
"selenium","WV","5","µg/l","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"selenium","WV","5","µg/l","A",NA,"C","CATEGORY B2 WATERS",NA
"selenium","WV","5","µg/l",NA,NA,"C","CHEAT RIVER",NA
"selenium","WV","8.0","μg/g","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"selenium","WV","8.0","μg/g","A",NA,"C","CATEGORY B2 WATERS",NA
"selenium","WV","11.3","μg/g","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"selenium","WV","11.3","μg/g","A",NA,"C","CATEGORY B2 WATERS",NA
"selenium","WV","15.8","μg/g","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"selenium","WV","15.8","μg/g","A",NA,"C","CATEGORY B2 WATERS",NA
"selenium","WV","62","µg/l",NA,NA,NA,"FISH CREEK TRIBUTARY FROM ITS MOUTH TO THE DISCHARGE FROM CONNER RUN IMPOUNDMENT",NA
"selenium","WV","62","µg/l",NA,NA,NA,"STRETCH BETWEEN THE MOUTH OF LITTLE SCARY CREEK (K-31) AND THE LITTLE SCARY IMPOUNDMENT",NA
"selenium","WY","5","µg/l","A","F","C","AQUATIC LIFE",NA
"selenium","WY","20","µg/l","A","F","A","AQUATIC LIFE",NA
"selenium","WY","50","µg/l","H","F",NA,"HUMAN HEALTH",NA
"selenium","WY","4200","µg/l","H","F",NA,"HUMAN HEALTH",NA
"selenium",NA,NA,NA,NA,NA,NA,NA,NA
"silver","304A","3.2","µg/l","A","F","A","AQUATIC LIFE",NA
"silver","304A","1.9","µg/l","A","S","A","AQUATIC LIFE",NA
"silver","ACO","0.05","mg/l",NA,NA,NA,"DOMESTIC WATER SOURCE (DWS) AND GROUNDWATER RECHARGE (GWR)",NA
"silver","ACO","0.05","mg/l",NA,NA,NA,"PRIMARY CONTACT RECREATION (PCR)",NA
"silver","ACO","See Equation","[no units]","A","F","A","AQUATIC AND WILDLIFE (COLD), AQUATIC AND WILDLIFE (WARM), AND AQUATIC AND WILDLIFE (EPHEMERAL)",NA
"silver","AK","See equation","[no units]","A","F","A","AQUATIC LIFE CRITERIA FOR FRESH WATERS {WATER SUPPLY (AQUACULTURE); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"silver","AK","1.9","µg/l","A","S","A","AQUATIC LIFE CRITERIA FOR MARINE WATERS {WATER SUPPLY (AQUACULTURE); WATER SUPPLY (SEAFOOD PROCESSING); GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE, AND WILDLIFE}",NA
"silver","AK","1.9","µg/l",NA,NA,"A","COOK INLET",NA
"silver","AL","1.9","µg/l","A","S","A","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"silver","AL","See equation","µg/l","A","F","A","TOXIC POLLUTANT CRITERIA - STATE WATERS",NA
"silver","AR","see equation","µg/l","A",NA,"A","ALL WATERBODIES - AQUATIC LIFE CRITERIA","AQUATIC LIFE"
"silver","AS",NA,NA,NA,NA,NA,NA,NA
"silver","ASFP","0.374","µg/l","A",NA,"A","SURFACE WATERS",NA
"silver","ASFP","100","µg/l","H",NA,NA,"SURFACE WATERS",NA
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (COLD WATER) (A&WC)","AQUATIC AND WILDLIFE"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE (EFFLUENT DEPENDENT WATER)"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","EFFLUENT DEPENDENT WATER"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW)","AQUATIC AND WILDLIFE"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (EPHEMERAL) (A&WE)","AQUATIC AND WILDLIFE (EPHEMERAL)"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (EPHEMERAL) (A&WE)","AQUATIC AND WILDLIFE"
"silver","AZ","See notes","no unit name","A",NA,"A","AQUATIC AND WILDLIFE (WARM WATER) (A&WW)","AQUATIC AND WILDLIFE"
"silver","AZ","35","µg/l","H",NA,NA,"DOMESTIC WATER SOURCE (DWS)","DOMESTIC WATER SOURCE"
"silver","AZ","8000.0","µg/l","H",NA,NA,"FISH CONSUMPTION (FC)","FISH CONSUMPTION"
"silver","AZ","4667.0","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)","FULL BODY CONTACT"
"silver","AZ","4667.0","µg/l","H",NA,NA,"PARTIAL-BODY CONTACT (PBC)","PARTIAL BODY CONTACT"
"silver","BPP","0.1","mg/l",NA,NA,NA,"MUNICIPAL AND DOMESTIC SUPPLY",NA
"silver","BPT",NA,NA,NA,NA,NA,NA,NA
"silver","BRBCHP",NA,NA,NA,NA,NA,NA,NA
"silver","CA","0.7","µg/l","A","S",NA,"OCEAN WATERS",NA
"silver","CA","2.8","µg/l","A","S",NA,"OCEAN WATERS",NA
"silver","CA","7","µg/l","A","S",NA,"OCEAN WATERS",NA
"silver","CA1","0.05","mg/l","H",NA,NA,"MUNICIPAL OR DOMESTIC SUPPLY",NA
"silver","CA2","0.1","mg/l","H",NA,NA,"MUNICIPAL SUPPLY",NA
"silver","CA2","3.4","µg/l",NA,"F","A","SURFACE WATER WITH SALINITY IS LESS THAN 1 PPT",NA
"silver","CA2","1.9","µg/l",NA,"S","A","SURFACE WATER WITH SALINITY IS GREATER THAN 10 PPT",NA
"silver","CA3",NA,NA,NA,NA,NA,NA,NA
"silver","CA4",NA,NA,NA,NA,NA,NA,NA
"silver","CA5","0.01","mg/l","H",NA,NA,"SACRAMENTO RIVER FROM KESWICK DAM TO THE I STREET
BRIDGE AT CITY OF SACRAMENTO (13, 30); AMERICAN RIVER
FROM FOLSOM DAM TO THE SACRAMENTO RIVER (51); FOLSOM
LAKE (50); AND THE SACRAMENTO-SAN JOAQUIN DELTA.",NA
"silver","CA6",NA,NA,NA,NA,NA,NA,NA
"silver","CA7","0.05","mg/l","H",NA,NA,"MUNICIPAL AND DOMESTIC SUPPLY",NA
"silver","CA8",NA,NA,NA,NA,NA,NA,NA
"silver","CA9",NA,NA,NA,NA,NA,NA,NA
"silver","CDA","3.2","µg/l","A",NA,"A","AQUATIC LIFE USE",NA
"silver","CHE","See Equation","[no units]","A",NA,"A","SURFACE WATERS",NA
"silver","CNMI",NA,NA,NA,NA,NA,NA,NA
"silver","CO","See equation","[no units]",NA,NA,NA,"GUNNISON AND LOWER DOLORES RIVER BASINS",NA
"silver","CO","100","µg/l","H",NA,"A","DOMESTIC WATER SUPPLY","WATER SUPPLY"
"silver","CO","See Equation","µg/l","A",NA,"A","ALL SURFACE WATERS",NA
"silver","CO","See Equation","µg/l","A",NA,"C","ALL SURFACE WATERS",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"ARKANSAS RIVER BASIN",NA
"silver","CO","see equation","µg/l",NA,NA,NA,"ARKANSAS RIVER BASIN SITE-SPECIFIC STANDARDS",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"UPPER COLORADO AND NORTH PLATTE RIVER BASIN",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"SAN JUAN AND DOLORES BASINS",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"RIO GRANDE BASIN",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"LOWER COLORADO RIVER BASIN",NA
"silver","CO","see equation","[no units]",NA,NA,NA,"SOUTH PLATTE, LARAMIE, REPUBLICAN AND SMOKY HILL BASINS",NA
"silver","COL",NA,NA,NA,NA,NA,NA,NA
"silver","CT","1.9","µg/l","A","S","A","CLASS SA & SB",NA
"silver","CT","107692","µg/l","H",NA,NA,"CLASS B, SA & SB WATERS",NA
"silver","CT","175.0","µg/l","H",NA,NA,"CLASS AA & A WATERS",NA
"silver","CT","1.02","µg/l","A","F","A","CLASS AA, A & B",NA
"silver","CTR","3.4","µg/l","A","F","A","AQUATIC LIFE CRITERIA",NA
"silver","CTR","1.9","µg/l","A","S","A","AQUATIC LIFE CRITERIA",NA
"silver","DC","See equation","µg/l","A",NA,"A","CLASS C WATERS",NA
"silver","DC","65000","µg/l","H",NA,NA,"CLASS D WATERS",NA
"silver","DE","1.9","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"silver","DE","See equation","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"silver","DE","1.9","µg/l","A","S","A","DELAWARE RIVER ESTUARY AND BAY",NA
"silver","DE","See equation","no unit name","A","F","A","DELAWARE RIVER ESTUARY AND BAY",NA
"silver","DE","170","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"silver","DE","40000","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"silver","DE","40000","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY",NA
"silver","EBCI","See Equation","µg/l","A",NA,"A","SURFACE WATER",NA
"silver","FDL",NA,NA,NA,NA,NA,NA,NA
"silver","FL","2.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH PROPAGATION OR HARVESTING"
"silver","FL","2.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH PROPAGATION"
"silver","FL","2.3","µg/l",NA,NA,NA,"CLASS II: SHELLFISH PROPAGATION OR HARVESTING","SHELLFISH HARVESTING"
"silver","FL","2.3","µg/l",NA,"S",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","RECREATION"
"silver","FL","2.3","µg/l",NA,"S",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FISH CONSUMPTION"
"silver","FL","2.3","µg/l",NA,"S",NA,"SURFACE WATERS: MINIMUM CRITERIA",NA
"silver","FL","0.07","µg/l",NA,NA,NA,"CLASS I: POTABLE WATER SUPPLY",NA
"silver","FL","0.07","µg/l",NA,"F",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","RECREATION"
"silver","FL","0.07","µg/l",NA,"F",NA,"CLASS III AND CLASS III-LIMITED, FISH CONSUMPTION, RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","FISH CONSUMPTION"
"silver","GA",NA,NA,NA,NA,NA,NA,NA
"silver","GPCHMN",NA,NA,NA,NA,NA,NA,NA
"silver","GU","4.1","µg/l","A","F","A","CATEGORY S-1, S-2, AND S-3 WATERS",NA
"silver","GU","2.3","µg/l","A","S","A","CATEGORY M-1, M-2, AND M-3 WATERS",NA
"silver","HI","1","µg/l","A","F","A","ALL WATERS",NA
"silver","HI","1","µg/l","A","F","C","ALL WATERS",NA
"silver","HI","2.3","µg/l","A","S","A","ALL WATERS",NA
"silver","HOOP","3.4","µg/l","A","F","A","SURFACE WATER USED FOR DOMESTIC OR MUNICIPAL SUPPLY",NA
"silver","HPI","35","µg/l",NA,NA,NA,"DOMESTIC WATER SOURCE (DWS) + FISH CONSUMPTION (FC), GROUNDWATER RECHARGE (GWR), AND PRIMARY CONTACT CEREMONIAL (PCC)",NA
"silver","HPI","8000","µg/l",NA,NA,NA,"FISH CONSUMPTION",NA
"silver","HPI","4670","µg/l",NA,NA,NA,"FULL BODY CONTACT (FBC)",NA
"silver","HPI","4670","µg/l",NA,NA,NA,"PARTIAL BODY CONTACT (PBC)",NA
"silver","HPI","See Table","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (WARMWATER HABITAT)",NA
"silver","HPI","See Table","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (EPHEMERAL)",NA
"silver","HUAL","See Equation","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (COLDWATER FISHERY)",NA
"silver","HUAL","See Equation","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (WARMWATER FISHERY)",NA
"silver","HUAL","See Equation","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (EFFLUENT DEPENDENT WATER)",NA
"silver","HUAL","See Equation","[no units]","A",NA,"A","AQUATIC AND WILDLIFE (EPHERMERAL)",NA
"silver","IA","30","µg/l","A",NA,"A","CLASS B(CW1) - COLD WATER - TYPE 1",NA
"silver","IA","50","µg/l","H",NA,NA,"CLASS C WATERS",NA
"silver","IA","4","µg/l","A",NA,"A","CLASS B(LW) - LAKES AND WETLANDS",NA
"silver","IA","3.8","µg/l","A",NA,"A","CLASS B(WW-1) - WARM WATER AQUATIC LIFE - TYPE 1","AQUATIC LIFE"
"silver","IA","3.8","µg/l","A",NA,"A","CLASS B(WW-2) - WARM WATER AQUATIC LIFE - TYPE 2","AQUATIC LIFE"
"silver","IA","3.8","µg/l","A",NA,"A","CLASS B(WW-3) - WARM WATER AQUATIC LIFE - TYPE 3","AQUATIC LIFE"
"silver","ID","3.4","µg/l","A",NA,"A","WATERS DESIGNATED FOR AQUATIC LIFE, RECREATION, OR DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"silver","IL","5.0","µg/l",NA,NA,NA,"ALL WATERS: GENERAL USE",NA
