"ENTITY_ABBR.x","CST_USE_NAME","ENTITY_ABBR.y","ATTAINS_USE_NAME","USE_NAME_UNLISTED"
NA,NA,"IN","LIMITED USE","^(?=.*LIMITED)(?=.*USE).*$"
NA,NA,"DE","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"HI","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"LA","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"MN","CLASS 4C FLOW CHARACTERISTICS","^(?=.*CLASS)(?=.*4C)(?=.*FLOW)(?=.*CHARACTERISTICS).*$"
NA,NA,"VT","AESTHETICS","^(?=.*AESTHETICS).*$"
NA,NA,"AK","ACWA -- WATER QUALITY","^(?=.*ACWA)(?=.*--)(?=.*WATER)(?=.*QUALITY).*$"
"DE","SECONDARY CONTACT RECREATION FRESH WATERS","DE","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"DE","SECONDARY CONTACT RECREATION MARINE WATERS","DE","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"DE","WATERS OF EXCEPTIONAL RECREATIONAL OR ECOLOGICAL SIGNIFICANCE","^(?=.*WATERS)(?=.*OF)(?=.*EXCEPTIONAL)(?=.*RECREATIONAL)(?=.*OR)(?=.*ECOLOGICAL)(?=.*SIGNIFICANCE).*$"
NA,NA,"DE","SHELLFISHING","^(?=.*SHELLFISHING).*$"
NA,NA,"TX","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"NV","WATER CONTACT RECREATION","^(?=.*WATER)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"NV","INDUSTRIAL SUPPLY","^(?=.*INDUSTRIAL)(?=.*SUPPLY).*$"
NA,NA,"NV","MAINTENANCE FRESHWATER MARSH","^(?=.*MAINTENANCE)(?=.*FRESHWATER)(?=.*MARSH).*$"
NA,NA,"VT","SWIMMING AND OTHER PRIMARY CONTACT RECREATION","^(?=.*SWIMMING)(?=.*AND)(?=.*OTHER)(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"DC","SECONDARY CONTACT RECREATION AND AESTHETIC ENJOYMENT","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION)(?=.*AND)(?=.*AESTHETIC)(?=.*ENJOYMENT).*$"
"FL","CLASS II: SHELLFISH PROPAGATION OR HARVESTING","FL","SHELLFISH PROPAGATION","^(?=.*SHELLFISH)(?=.*PROPAGATION).*$"
"FL","CLASS II: SHELLFISH PROPAGATION/HARVESTING","FL","SHELLFISH PROPAGATION","^(?=.*SHELLFISH)(?=.*PROPAGATION).*$"
"SAND","WILDLIFE HABITAT","ND","WILDLIFE","^(?=.*WILDLIFE).*$"
NA,NA,"WY","RECREATION","^(?=.*RECREATION).*$"
"WI","NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WI","WARM WATER FORAGE FISH COMMUNITIES","^(?=.*WARM)(?=.*WATER)(?=.*FORAGE)(?=.*FISH)(?=.*COMMUNITIES).*$"
NA,NA,"HI","FOOD PROCESSING","^(?=.*FOOD)(?=.*PROCESSING).*$"
NA,NA,"TX","FISH CONSUMPTION USE","^(?=.*FISH)(?=.*CONSUMPTION)(?=.*USE).*$"
NA,NA,"HI","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"MO","PROTECTION OF AQUATIC LIFE (GENERAL WARM-WATER FISHERY)","^(?=.*PROTECTION)(?=.*OF)(?=.*AQUATIC)(?=.*LIFE)(?=.*(GENERAL)(?=.*WARM-WATER)(?=.*FISHERY)).*$"
NA,NA,"SC","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"AA","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*SEMIPERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
"AL","INCIDENTAL WATER CONTACT AND RECREATION","AL","CONTACT RECREATION","^(?=.*CONTACT)(?=.*RECREATION).*$"
"KALI","PRIMARY CONTACT RECREATION","AL","CONTACT RECREATION","^(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"MT","RECREATION CLASS 2 - INCIDENTAL CONTACT","^(?=.*RECREATION)(?=.*CLASS)(?=.*2)(?=.*-)(?=.*INCIDENTAL)(?=.*CONTACT).*$"
NA,NA,"OH","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"NJ","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"UT","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NH","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"CT","RECREATION, ALL OTHER RECREATIONAL USES","CT","RECREATION","^(?=.*RECREATION).*$"
"CT","RECREATION, DESIGNATED SWIMMING","CT","RECREATION","^(?=.*RECREATION).*$"
"CT","RECREATION, NON-DESIGNATED SWIMMING","CT","RECREATION","^(?=.*RECREATION).*$"
"CT","RECREATION, ALL OTHER RECREATIONAL USES, CLASSES SA AND SB","CT","RECREATION","^(?=.*RECREATION).*$"
"CT","RECREATION, DESIGNATED SWIMMING, CLASSES SA AND SB","CT","RECREATION","^(?=.*RECREATION).*$"
"MAKA","PRIMARY CONTACT RECREATION","MA","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
"MAKA","PRIMARY CONTACT RECREATION - LAKES","MA","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
"WMA","PRIMARY CONTACT","MA","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
"WMA","CEREMONIAL PRIMARY CONTACT","MA","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"IL","AESTHETIC QUALITY","^(?=.*AESTHETIC)(?=.*QUALITY).*$"
NA,NA,"DC","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"NC","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
NA,NA,"NM","MARGINAL COLDWATER AQUATIC LIFE","^(?=.*MARGINAL)(?=.*COLDWATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CA","SUBSISTENCE CONSUMPTION","^(?=.*SUBSISTENCE)(?=.*CONSUMPTION).*$"
NA,NA,"MA","FISH, OTHER AQUATIC LIFE AND WILDLIFE","^(?=.*FISH,)(?=.*OTHER)(?=.*AQUATIC)(?=.*LIFE)(?=.*AND)(?=.*WILDLIFE).*$"
"SD","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS (USE 3)","SD","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
"SD","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS -- BLACK HILLS TROUT MANAGEMENT AREA","SD","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
"NV","AQUATIC LIFE","NV","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CO","AQUATIC LIFE COLD WATER-CLASS 2","^(?=.*AQUATIC)(?=.*LIFE)(?=.*COLD)(?=.*WATER-CLASS)(?=.*2).*$"
NA,NA,"PA","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"WA","AQUATIC LIFE - TOXICS","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*TOXICS).*$"
NA,NA,"PR","AESTHETICS","^(?=.*AESTHETICS).*$"
"TN","IRRIGATION","TN","IRRIGATION","^(?=.*IRRIGATION).*$"
NA,NA,"LA","FISH AND WILDLIFE PROPAGATION","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION).*$"
NA,NA,"ID","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"OHKA","PRIMARY CONTACT RECREATIONAL USE","OH","RECREATIONAL USE","^(?=.*RECREATIONAL)(?=.*USE).*$"
"OHKA","SECONDARY CONTACT RECREATIONAL USE","OH","RECREATIONAL USE","^(?=.*RECREATIONAL)(?=.*USE).*$"
NA,NA,"WA","RECREATION - EXTRAORDINARY PRIMARY CONTACT","^(?=.*RECREATION)(?=.*-)(?=.*EXTRAORDINARY)(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"NM","AQUATIC USE: WARMWATER","^(?=.*AQUATIC)(?=.*USE:)(?=.*WARMWATER).*$"
NA,NA,"CC","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*SEMIPERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"AZ","TRIBUTARY RULE","^(?=.*TRIBUTARY)(?=.*RULE).*$"
NA,NA,"MP","POTABLE WATER","^(?=.*POTABLE)(?=.*WATER).*$"
NA,NA,"OK","INDUSTRY","^(?=.*INDUSTRY).*$"
NA,NA,"OK","COLD WATER AQUATIC LIFE ","^(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"SC","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"MN","AGRICULTURAL","^(?=.*AGRICULTURAL).*$"
NA,NA,"OR","FISH AND AQUATIC LIFE - SPAWNING","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SPAWNING).*$"
NA,NA,"NV","NON-CONTACT WATER RECREATION","^(?=.*NON-CONTACT)(?=.*WATER)(?=.*RECREATION).*$"
"NE","PRIMARY CONTACT RECREATION, BATHING BEACHES","NE","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"NE","PRIMARY CONTACT RECREATION, INFREQUENTLY USED RECREATIONAL WATERS","NE","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"NE","PRIMARY CONTACT RECREATION, LIGHTLY USED RECREATIONAL WATERS","NE","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"NE","PRIMARY CONTACT RECREATION, MODERATELY USED RECREATIONAL WATERS","NE","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"MT","C-1 (BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","C-2 (BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","C-3 (BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS. THE QUALITY OF THESE WATERS IS NATURALLY MARGINAL FOR DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AGRICULTURE, AND INDUSTRIAL WATER SUPPLY).","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","B-1 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","B-2 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","B-3 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
"MT","I (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND  PROPAGATION OF  FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL","^(?=.*INDUSTRIAL).*$"
NA,NA,"WI","WETLAND USE","^(?=.*WETLAND)(?=.*USE).*$"
NA,NA,"SC","INDUSTRIAL USES","^(?=.*INDUSTRIAL)(?=.*USES).*$"
NA,NA,"MN","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"WA","AESTHETICS","^(?=.*AESTHETICS).*$"
NA,NA,"BB","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*SEMIPERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"WI","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
"MT","C-1 (BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","CULTURAL 1","^(?=.*CULTURAL)(?=.*1).*$"
"MT","B-1 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","CULTURAL 1","^(?=.*CULTURAL)(?=.*1).*$"
"WMA","FISH CONSUMPTION STANDARD FOR WILDLIFE","MA","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
"WMA","FISH CONSUMPTION STANDARD PROTECTIVE OF HUMAN HEALTH","MA","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"NY","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"MN","CLASS 2A COLD WATER AQUATIC LIFE","^(?=.*CLASS)(?=.*2A)(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"IA","HIGH QUALITY","^(?=.*HIGH)(?=.*QUALITY).*$"
NA,NA,"FL","RECREATION, PROPAGATION, AND MAINTENANCE OF HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE","^(?=.*RECREATION,)(?=.*PROPAGATION,)(?=.*AND)(?=.*MAINTENANCE)(?=.*OF)(?=.*HEALTHY,)(?=.*WELL-BALANCED)(?=.*POPULATION)(?=.*OF)(?=.*FISH)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"ME","PRIMARY HUMAN CONTACT /CULTURAL AND CEREMONIAL","^(?=.*PRIMARY)(?=.*HUMAN)(?=.*CONTACT)(?=.*/CULTURAL)(?=.*AND)(?=.*CEREMONIAL).*$"
NA,NA,"GU","LIMITED BODY CONTACT RECREATION","^(?=.*LIMITED)(?=.*BODY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"AR","FISHERIES","^(?=.*FISHERIES).*$"
NA,NA,"OR","IRRIGATION","^(?=.*IRRIGATION).*$"
"SD","FISH AND WILDLIFE PROPAGATION, RECREATION, AND STOCK WATERING WATERS.","SD","FISH AND WILDLIFE PROPAGATION, RECREATION, AND STOCK WATERING WATERS","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION,)(?=.*RECREATION,)(?=.*AND)(?=.*STOCK)(?=.*WATERING)(?=.*WATERS).*$"
NA,NA,"CO","AQUATIC LIFE WARM 2","^(?=.*AQUATIC)(?=.*LIFE)(?=.*WARM)(?=.*2).*$"
NA,NA,"NE","WARM WATER AQUATIC LIFE (CLASS B)","^(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE)(?=.*(CLASS)(?=.*B)).*$"
NA,NA,"IN","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"IL","PRIMARY CONTACT","^(?=.*PRIMARY)(?=.*CONTACT).*$"
NA,NA,"AK","FRESH WATER; WATER SUPPLY; DRINKING, CULINARY, AND FOOD PROCESSING","^(?=.*FRESH)(?=.*WATER;)(?=.*WATER)(?=.*SUPPLY;)(?=.*DRINKING,)(?=.*CULINARY,)(?=.*AND)(?=.*FOOD)(?=.*PROCESSING).*$"
NA,NA,"MP","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"OH","WATER SUPPLY - PUBLIC DRINKING","^(?=.*WATER)(?=.*SUPPLY)(?=.*-)(?=.*PUBLIC)(?=.*DRINKING).*$"
NA,NA,"NV","GROUNDWATER RECHARGE","^(?=.*GROUNDWATER)(?=.*RECHARGE).*$"
"IA","CLASS A1 - PRIMARY CONTACT RECREATIONAL USE","IA","PRIMARY CONTACT RECREATION","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"OK","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"NM","WARMWATER AQUATIC LIFE","^(?=.*WARMWATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"CT","NONDEGRADATION","^(?=.*NONDEGRADATION).*$"
"TN","STREAMS IN ECOREGION 66 NOT DESIGNATED AS NATURALLY REPRODUCING TROUT STREAMS","TN","NATURALLY REPRODUCING TROUT STREAM","^(?=.*NATURALLY)(?=.*REPRODUCING)(?=.*TROUT)(?=.*STREAM).*$"
NA,NA,"MN","CLASS 2D AQUATIC RECREATION","^(?=.*CLASS)(?=.*2D)(?=.*AQUATIC)(?=.*RECREATION).*$"
NA,NA,"NC","OUTSTANDING RESOURCE WATERS","^(?=.*OUTSTANDING)(?=.*RESOURCE)(?=.*WATERS).*$"
NA,NA,"NJ","AQUATIC LIFE - TROUT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*TROUT).*$"
NA,NA,"RI","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"KS","AGRICULTURAL SUPPLY USE--IRRIGATION","^(?=.*AGRICULTURAL)(?=.*SUPPLY)(?=.*USE--IRRIGATION).*$"
NA,NA,"WI","COLD WATER FISHERY","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"OK","LIVESTOCK WATERING","^(?=.*LIVESTOCK)(?=.*WATERING).*$"
NA,NA,"OH","STATE RESOURCE WATERS","^(?=.*STATE)(?=.*RESOURCE)(?=.*WATERS).*$"
NA,NA,"WY","AQUATIC LIFE OTHER THAN FISH","^(?=.*AQUATIC)(?=.*LIFE)(?=.*OTHER)(?=.*THAN)(?=.*FISH).*$"
NA,NA,"MA","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"OK","AGRICULTURE-CLASS I IRRIGATION","^(?=.*AGRICULTURE-CLASS)(?=.*I)(?=.*IRRIGATION).*$"
NA,NA,"WY","INDUSTRY","^(?=.*INDUSTRY).*$"
NA,NA,"OK","FISH AND WILDLIFE PROPAGATION-TROUT FISHERY (PUT AND TAKE) SUBCATEGORY","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION-TROUT)(?=.*FISHERY)(?=.*(PUT)(?=.*AND)(?=.*TAKE))(?=.*SUBCATEGORY).*$"
"CA3","MARINE HABITAT","CA","MARINE HABITAT","^(?=.*MARINE)(?=.*HABITAT).*$"
"CA1","MARINE HABITAT (MAR)","CA","MARINE HABITAT","^(?=.*MARINE)(?=.*HABITAT).*$"
"ASFP","RECREATIONAL PRIMARY CONTACT","AS","RECREATION","^(?=.*RECREATION).*$"
"ASFP","RECREATIONAL SECONDARY CONTACT","AS","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"OK","FISH AND WILDLIFE PROPAGATION-HABITAT LIMITED AQUATIC COMMUNITY SUBCATEGORY","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE)(?=.*PROPAGATION-HABITAT)(?=.*LIMITED)(?=.*AQUATIC)(?=.*COMMUNITY)(?=.*SUBCATEGORY).*$"
"MI","AQUATIC LIFE","MI","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"MI","SURFACE WATERS FOR WARMWATER FISH AND OTHER AQUATIC LIFE EXCEPT FOR INLAND LAKES","MI","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"MI","SURFACE WATERS FOR WARMWATER FISH AND OTHER AQUATIC LIFE AND MIGRATORY ROUTES FOR ANADROMOUS SALMONIDS","MI","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
"RBLMI","AQUATIC LIFE","MI","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"MN","AESTHETIC AND NAVIGATION","^(?=.*AESTHETIC)(?=.*AND)(?=.*NAVIGATION).*$"
NA,NA,"TX","AQUATIC LIFE USE","^(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"MN","AESTHETICS","^(?=.*AESTHETICS).*$"
NA,NA,"MA","OVERALL USE","^(?=.*OVERALL)(?=.*USE).*$"
NA,NA,"GA","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"OHKA","AGRICULTURAL WATER SUPPLY USE - LIVESTOCK WATERING","OH","WATER SUPPLY - AGRICULTURAL","^(?=.*WATER)(?=.*SUPPLY)(?=.*-)(?=.*AGRICULTURAL).*$"
"OHKA","AGRICULTURAL WATER SUPPLY USE - IRRIGATION","OH","WATER SUPPLY - AGRICULTURAL","^(?=.*WATER)(?=.*SUPPLY)(?=.*-)(?=.*AGRICULTURAL).*$"
NA,NA,"WA","AQUATIC LIFE - SALMONID SPAWNING, REARING AND MIGRATION","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*SALMONID)(?=.*SPAWNING,)(?=.*REARING)(?=.*AND)(?=.*MIGRATION).*$"
NA,NA,"WA","AQUATIC LIFE - GOOD QUALITY","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*GOOD)(?=.*QUALITY).*$"
NA,NA,"UT","AQUATIC WILDLIFE (NON-GAME FISH AND OTHER)","^(?=.*AQUATIC)(?=.*WILDLIFE)(?=.*(NON-GAME)(?=.*FISH)(?=.*AND)(?=.*OTHER)).*$"
NA,NA,"MN","CLASS 7 LIMITED RESOURCE VALUE WATERS","^(?=.*CLASS)(?=.*7)(?=.*LIMITED)(?=.*RESOURCE)(?=.*VALUE)(?=.*WATERS).*$"
NA,NA,"MN","CLASS 2BD WARM WATER AQUATIC CONSUMPTION","^(?=.*CLASS)(?=.*2BD)(?=.*WARM)(?=.*WATER)(?=.*AQUATIC)(?=.*CONSUMPTION).*$"
NA,NA,"MS","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"MS","CONTACT RECREATION","^(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"DE","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"AR","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
"WI","PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","COLD WATER, WARM WATER, SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","COLD WATER CATEGORY 5, WARM WATER SPORT FISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","COLD WATER, WARM WATER SPORT FISH AND WARM WATER FORAGE FISH (PERIODS WITH EARLY LIFE STAGES PRESENT)","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","WARM WATER SPORT FISH AND WARM WATER FORAGE FISH (PERIODS WITH EARLY LIFE STAGES ABSENT)","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
"WI","WARM WATER SPORTFISH, WARM WATER FORAGE (UNIDIRECTIONAL FLOW GREATER THAN OR EQUAL TO 200 CFS)","WI","WARM WATER SPORT FISH","^(?=.*WARM)(?=.*WATER)(?=.*SPORT)(?=.*FISH).*$"
